date,season,seasonchron,sample,id,time,coor,consistency,w,frozen,dry,sex,tvnt,treatment,worm,pw,form,species,c1,c2,c3,c4,c5,mc,mcmaster sediment (g),epg,rich,proc,examiner,effort
2012-09-21,1.fall,fall-2012,kmp2012-0006,yasi,10:17:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.246,30,strong,0,0,0,0,0,0,0.00623,0,2,NA,NA,360
2012-09-21,1.fall,fall-2012,kmp2012-0006,yasi,10:17:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.246,30,trich,0,2,1,0,1,0.8,0.00623,128.4109149,2,NA,NA,360
2012-09-21,1.fall,fall-2012,kmp2012-0008,siso,10:55:00,NA,NA,3.3,yes,NA,f,treated,before,NA,1.671,30,oes,4,3,2,4,3,3.2,0.008355,383.0041891,3,am,am,435
2012-09-21,1.fall,fall-2012,kmp2012-0008,siso,10:55:00,NA,NA,3.3,yes,NA,f,treated,before,NA,1.671,30,strep,3,7,2,3,4,3.8,0.008355,454.8174746,3,am,am,435
2012-09-21,1.fall,fall-2012,kmp2012-0008,siso,10:55:00,NA,NA,3.3,yes,NA,f,treated,before,NA,1.671,30,strong,5,3,5,9,6,5.6,0.008355,670.2573309,3,am,am,435
2012-09-21,1.fall,fall-2012,kmp2012-0008,siso,10:55:00,NA,NA,3.3,yes,NA,f,treated,before,NA,1.671,30,trich,0,0,0,0,0,0,0.008355,0,3,am,am,435
2012-09-21,1.fall,fall-2012,kmp2012-0009,sone,10:58:00,NA,NA,1.5,no,NA,f,control,before,NA,0.975,40,oes,5,2,7,0,0,2.8,0.00365625,765.8119658,2,NA,NA,270
2012-09-21,1.fall,fall-2012,kmp2012-0009,sone,10:58:00,NA,NA,1.5,no,NA,f,control,before,NA,0.975,40,strep,2,1,1,3,3,2,0.00365625,547.008547,2,NA,NA,270
2012-09-21,1.fall,fall-2012,kmp2012-0009,sone,10:58:00,NA,NA,1.5,no,NA,f,control,before,NA,0.975,40,strong,0,0,0,0,0,0,0.00365625,0,2,NA,NA,270
2012-09-21,1.fall,fall-2012,kmp2012-0009,sone,10:58:00,NA,NA,1.5,no,NA,f,control,before,NA,0.975,40,trich,0,0,0,0,0,0,0.00365625,0,2,NA,NA,270
2012-09-21,1.fall,fall-2012,kmp2012-0010,toga,11:27:00,NA,NA,3.4,yes,NA,f,treated,before,NA,0.663,30,oes,0,1,0,0,3,0.8,0.003315,241.3273002,3,NA,NA,285
2012-09-21,1.fall,fall-2012,kmp2012-0010,toga,11:27:00,NA,NA,3.4,yes,NA,f,treated,before,NA,0.663,30,strep,17,15,10,7,7,11.2,0.003315,3378.582202,3,NA,NA,285
2012-09-21,1.fall,fall-2012,kmp2012-0010,toga,11:27:00,NA,NA,3.4,yes,NA,f,treated,before,NA,0.663,30,strong,0,0,0,0,0,0,0.003315,0,3,NA,NA,285
2012-09-21,1.fall,fall-2012,kmp2012-0010,toga,11:27:00,NA,NA,3.4,yes,NA,f,treated,before,NA,0.663,30,trich,1,1,0,1,0,0.6,0.003315,180.9954751,3,NA,NA,285
2012-09-21,1.fall,fall-2012,kmp2012-0011,muku,11:42:00,NA,NA,1.7,no,NA,f,treated,before,NA,0.933,50,oes,0,0,0,0,0,0,0.002799,0,0,NA,NA,255
2012-09-21,1.fall,fall-2012,kmp2012-0011,muku,11:42:00,NA,NA,1.7,no,NA,f,treated,before,NA,0.933,50,strep,0,0,0,0,0,0,0.002799,0,0,NA,NA,255
2012-09-21,1.fall,fall-2012,kmp2012-0011,muku,11:42:00,NA,NA,1.7,no,NA,f,treated,before,NA,0.933,50,strong,0,0,0,0,0,0,0.002799,0,0,NA,NA,255
2012-09-21,1.fall,fall-2012,kmp2012-0011,muku,11:42:00,NA,NA,1.7,no,NA,f,treated,before,NA,0.933,50,trich,0,0,0,0,0,0,0.002799,0,0,NA,NA,255
2012-09-24,1.fall,fall-2012,kmp2012-0015,muku,11:40:00,NA,NA,4,yes,NA,f,treated,before,NA,0.446,30,oes,0,1,1,0,1,0.6,0.00223,269.058296,3,NA,NA,255
2012-09-24,1.fall,fall-2012,kmp2012-0015,muku,11:40:00,NA,NA,4,yes,NA,f,treated,before,NA,0.446,30,strep,2,2,0,1,0,1,0.00223,448.4304933,3,NA,NA,255
2012-09-24,1.fall,fall-2012,kmp2012-0015,muku,11:40:00,NA,NA,4,yes,NA,f,treated,before,NA,0.446,30,strong,0,0,0,0,0,0,0.00223,0,3,NA,NA,255
2012-09-24,1.fall,fall-2012,kmp2012-0015,muku,11:40:00,NA,NA,4,yes,NA,f,treated,before,NA,0.446,30,trich,0,2,0,0,0,0.4,0.00223,179.3721973,3,NA,NA,255
2012-09-24,1.fall,fall-2012,kmp2012-0016,kanna,12:35:00,NA,NA,1.9,no,NA,f,control,before,NA,1.039,30,oes,1,0,3,0,3,1.4,0.005195,269.4898941,3,NA,NA,300
2012-09-24,1.fall,fall-2012,kmp2012-0016,kanna,12:35:00,NA,NA,1.9,no,NA,f,control,before,NA,1.039,30,strep,1,0,0,1,1,0.6,0.005195,115.4956689,3,NA,NA,300
2012-09-24,1.fall,fall-2012,kmp2012-0016,kanna,12:35:00,NA,NA,1.9,no,NA,f,control,before,NA,1.039,30,strong,0,0,0,0,0,0,0.005195,0,3,NA,NA,300
2012-09-24,1.fall,fall-2012,kmp2012-0016,kanna,12:35:00,NA,NA,1.9,no,NA,f,control,before,NA,1.039,30,trich,2,1,3,2,2,2,0.005195,384.985563,3,NA,NA,300
2012-10-02,1.fall,fall-2012,kmp2012-0020,muku,10:19:00,NA,NA,4.5,yes,NA,f,treated,before,NA,1.323,20,oes,1,3,1,1,1,1.4,0.0099225,141.0934744,3,NA,NA,255
2012-10-02,1.fall,fall-2012,kmp2012-0020,muku,10:19:00,NA,NA,4.5,yes,NA,f,treated,before,NA,1.323,20,strep,1,1,0,0,0,0.4,0.0099225,40.31242126,3,NA,NA,255
2012-10-02,1.fall,fall-2012,kmp2012-0020,muku,10:19:00,NA,NA,4.5,yes,NA,f,treated,before,NA,1.323,20,strong,0,0,0,0,0,0,0.0099225,0,3,NA,NA,255
2012-10-02,1.fall,fall-2012,kmp2012-0020,muku,10:19:00,NA,NA,4.5,yes,NA,f,treated,before,NA,1.323,20,trich,1,0,0,0,0,0.2,0.0099225,20.15621063,3,NA,NA,255
2012-10-05,1.fall,fall-2012,kmp2012-0021,omoto,09:57:00,NA,NA,5.3,yes,NA,f,control,before,NA,3.478,50,oes,5,4,6,1,2,3.6,0.010434,345.0258769,2,NA,NA,315
2012-10-05,1.fall,fall-2012,kmp2012-0021,omoto,09:57:00,NA,NA,5.3,yes,NA,f,control,before,NA,3.478,50,strep,0,0,0,0,0,0,0.010434,0,2,NA,NA,315
2012-10-05,1.fall,fall-2012,kmp2012-0021,omoto,09:57:00,NA,NA,5.3,yes,NA,f,control,before,NA,3.478,50,strong,0,0,0,0,0,0,0.010434,0,2,NA,NA,315
2012-10-05,1.fall,fall-2012,kmp2012-0021,omoto,09:57:00,NA,NA,5.3,yes,NA,f,control,before,NA,3.478,50,trich,1,4,3,3,4,3,0.010434,287.5215641,2,NA,NA,315
2012-10-08,1.fall,fall-2012,kmp2012-0023,gibosi,11:56:00,NA,NA,4.5,no,NA,f,treated,before,NA,0.714,30,oes,0,0,1,0,0,0.2,0.00357,56.02240896,1,NA,NA,195
2012-10-08,1.fall,fall-2012,kmp2012-0023,gibosi,11:56:00,NA,NA,4.5,no,NA,f,treated,before,NA,0.714,30,strep,0,0,0,0,0,0,0.00357,0,1,NA,NA,195
2012-10-08,1.fall,fall-2012,kmp2012-0023,gibosi,11:56:00,NA,NA,4.5,no,NA,f,treated,before,NA,0.714,30,strong,0,0,0,0,0,0,0.00357,0,1,NA,NA,195
2012-10-08,1.fall,fall-2012,kmp2012-0023,gibosi,11:56:00,NA,NA,4.5,no,NA,f,treated,before,NA,0.714,30,trich,0,0,0,0,0,0,0.00357,0,1,NA,NA,195
2012-10-11,1.fall,fall-2012,kmp2012-0024,hego,10:12:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.927,40,oes,1,1,1,1,1,1,0.00722625,138.3843626,4,NA,NA,135
2012-10-11,1.fall,fall-2012,kmp2012-0024,hego,10:12:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.927,40,strep,1,1,0,0,1,0.6,0.00722625,83.03061754,4,NA,NA,135
2012-10-11,1.fall,fall-2012,kmp2012-0024,hego,10:12:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.927,40,strong,2,0,0,0,0,0.4,0.00722625,55.35374503,4,NA,NA,135
2012-10-11,1.fall,fall-2012,kmp2012-0024,hego,10:12:00,NA,NA,3.2,yes,NA,f,control,before,NA,1.927,40,trich,0,0,0,1,1,0.4,0.00722625,55.35374503,4,NA,NA,135
2012-10-11,1.fall,fall-2012,kmp2012-0025,kibana,10:14:00,NA,NA,3.5,yes,NA,f,treated,before,NA,0.474,30,oes,5,3,5,7,3,4.6,0.00237,1940.92827,2,NA,NA,330
2012-10-11,1.fall,fall-2012,kmp2012-0025,kibana,10:14:00,NA,NA,3.5,yes,NA,f,treated,before,NA,0.474,30,strep,0,0,0,0,0,0,0.00237,0,2,NA,NA,330
2012-10-11,1.fall,fall-2012,kmp2012-0025,kibana,10:14:00,NA,NA,3.5,yes,NA,f,treated,before,NA,0.474,30,strong,2,0,4,1,2,1.8,0.00237,759.4936709,2,NA,NA,330
2012-10-11,1.fall,fall-2012,kmp2012-0025,kibana,10:14:00,NA,NA,3.5,yes,NA,f,treated,before,NA,0.474,30,trich,0,0,0,0,0,0,0.00237,0,2,NA,NA,330
2012-10-13,1.fall,fall-2012,kmp2012-0026,usu,11:03:00,NA,NA,3.2,yes,NA,f,treated,before,NA,0.668,30,oes,2,2,3,2,1,2,0.00334,598.8023952,2,NA,NA,210
2012-10-13,1.fall,fall-2012,kmp2012-0026,usu,11:03:00,NA,NA,3.2,yes,NA,f,treated,before,NA,0.668,30,strep,14,30,18,34,18,22.8,0.00334,6826.347305,2,NA,NA,210
2012-10-13,1.fall,fall-2012,kmp2012-0026,usu,11:03:00,NA,NA,3.2,yes,NA,f,treated,before,NA,0.668,30,strong,0,0,0,0,0,0,0.00334,0,2,NA,NA,210
2012-10-13,1.fall,fall-2012,kmp2012-0026,usu,11:03:00,NA,NA,3.2,yes,NA,f,treated,before,NA,0.668,30,trich,0,0,0,0,0,0,0.00334,0,2,NA,NA,210
2012-10-21,1.fall,fall-2012,kmp2012-0027,side,15:29:00,NA,NA,2.1,no,NA,f,control,before,NA,1.55,30,oes,0,0,0,0,0,0,0.00775,0,1,am,am,360
2012-10-21,1.fall,fall-2012,kmp2012-0027,side,15:29:00,NA,NA,2.1,no,NA,f,control,before,NA,1.55,30,strep,5,3,5,3,4,4,0.00775,516.1290323,1,am,am,360
2012-10-21,1.fall,fall-2012,kmp2012-0027,side,15:29:00,NA,NA,2.1,no,NA,f,control,before,NA,1.55,30,strong,0,0,0,0,0,0,0.00775,0,1,am,am,360
2012-10-21,1.fall,fall-2012,kmp2012-0027,side,15:29:00,NA,NA,2.1,no,NA,f,control,before,NA,1.55,30,trich,0,0,0,0,0,0,0.00775,0,1,am,am,360
2012-10-22,1.fall,fall-2012,kmp2012-0028,baimo,11:31:00,NA,NA,0.1,no,NA,f,treated,before,NA,0.186,20,oes,0,0,0,0,1,0.2,0.001395,143.3691756,1,NA,NA,150
2012-10-22,1.fall,fall-2012,kmp2012-0028,baimo,11:31:00,NA,NA,0.1,no,NA,f,treated,before,NA,0.186,20,strep,0,0,0,0,0,0,0.001395,0,1,NA,NA,150
2012-10-22,1.fall,fall-2012,kmp2012-0028,baimo,11:31:00,NA,NA,0.1,no,NA,f,treated,before,NA,0.186,20,strong,0,0,0,0,0,0,0.001395,0,1,NA,NA,150
2012-10-22,1.fall,fall-2012,kmp2012-0028,baimo,11:31:00,NA,NA,0.1,no,NA,f,treated,before,NA,0.186,20,trich,0,0,0,0,0,0,0.001395,0,1,NA,NA,150
2012-10-24,1.fall,fall-2012,kmp2012-0029,kuwa,09:50:00,NA,NA,2.6,yes,NA,f,treated,before,NA,0.171,20,oes,0,0,0,0,0,0,0.0012825,0,3,NA,NA,180
2012-10-24,1.fall,fall-2012,kmp2012-0029,kuwa,09:50:00,NA,NA,2.6,yes,NA,f,treated,before,NA,0.171,20,strep,11,9,8,3,7,7.6,0.0012825,5925.925926,3,NA,NA,180
2012-10-24,1.fall,fall-2012,kmp2012-0029,kuwa,09:50:00,NA,NA,2.6,yes,NA,f,treated,before,NA,0.171,20,strong,20,15,27,20,17,19.8,0.0012825,15438.59649,3,NA,NA,180
2012-10-24,1.fall,fall-2012,kmp2012-0029,kuwa,09:50:00,NA,NA,2.6,yes,NA,f,treated,before,NA,0.171,20,trich,0,0,1,1,1,0.6,0.0012825,467.8362573,3,NA,NA,180
2012-10-24,1.fall,fall-2012,kmp2012-0030,nire,09:55:00,NA,NA,2.4,NA,NA,f,treated,before,NA,0.833,30,oes,8,7,8,9,13,9,0.004165,2160.864346,4,NA,NA,330
2012-10-24,1.fall,fall-2012,kmp2012-0030,nire,09:55:00,NA,NA,2.4,NA,NA,f,treated,before,NA,0.833,30,strep,6,13,8,12,11,10,0.004165,2400.960384,4,NA,NA,330
2012-10-24,1.fall,fall-2012,kmp2012-0030,nire,09:55:00,NA,NA,2.4,NA,NA,f,treated,before,NA,0.833,30,strong,25,27,13,33,38,27.2,0.004165,6530.612245,4,NA,NA,330
2012-10-24,1.fall,fall-2012,kmp2012-0030,nire,09:55:00,NA,NA,2.4,NA,NA,f,treated,before,NA,0.833,30,trich,4,1,1,1,2,1.8,0.004165,432.1728691,4,NA,NA,330
2012-10-25,1.fall,fall-2012,kmp2012-0031,side,10:13:00,NA,NA,2.5,yes,NA,f,control,before,NA,1.013,30,oes,4,9,3,2,6,4.8,0.005065,947.6801579,2,NA,NA,360
2012-10-25,1.fall,fall-2012,kmp2012-0031,side,10:13:00,NA,NA,2.5,yes,NA,f,control,before,NA,1.013,30,strep,0,0,0,0,0,0,0.005065,0,2,NA,NA,360
2012-10-25,1.fall,fall-2012,kmp2012-0031,side,10:13:00,NA,NA,2.5,yes,NA,f,control,before,NA,1.013,40,strong,0,0,0,0,0,0,0.00379875,0,2,NA,NA,360
2012-10-25,1.fall,fall-2012,kmp2012-0031,side,10:13:00,NA,NA,2.5,yes,NA,f,control,before,NA,1.013,30,trich,1,1,0,1,0,0.6,0.005065,118.4600197,2,NA,NA,360
2012-10-26,1.fall,fall-2012,kmp2012-0034,kinu,10:42:00,NA,NA,2.7,yes,NA,f,control,before,NA,1.654,40,oes,2,5,4,4,4,3.8,0.0062025,612.656187,3,NA,NA,285
2012-10-26,1.fall,fall-2012,kmp2012-0034,kinu,10:42:00,NA,NA,2.7,yes,NA,f,control,before,NA,1.654,40,strep,6,3,3,7,6,5,0.0062025,806.1265619,3,NA,NA,285
2012-10-26,1.fall,fall-2012,kmp2012-0034,kinu,10:42:00,NA,NA,2.7,yes,NA,f,control,before,NA,1.654,40,strong,0,0,0,0,0,0,0.0062025,0,3,NA,NA,285
2012-10-26,1.fall,fall-2012,kmp2012-0034,kinu,10:42:00,NA,NA,2.7,yes,NA,f,control,before,NA,1.654,40,trich,13,12,12,16,15,13.6,0.0062025,2192.664248,3,NA,NA,285
2012-10-26,1.fall,fall-2012,kmp2012-0037,nire,11:06:00,NA,NA,2.9,yes,NA,f,treated,before,NA,0.784,30,oes,1,1,0,2,2,1.2,0.00392,306.122449,3,NA,NA,330
2012-10-26,1.fall,fall-2012,kmp2012-0037,nire,11:06:00,NA,NA,2.9,yes,NA,f,treated,before,NA,0.784,30,strep,2,2,5,6,6,4.2,0.00392,1071.428571,3,NA,NA,330
2012-10-26,1.fall,fall-2012,kmp2012-0037,nire,11:06:00,NA,NA,2.9,yes,NA,f,treated,before,NA,0.784,30,strong,0,0,0,1,1,0.4,0.00392,102.0408163,3,NA,NA,330
2012-10-26,1.fall,fall-2012,kmp2012-0037,nire,11:06:00,NA,NA,2.9,yes,NA,f,treated,before,NA,0.784,30,trich,0,0,0,0,0,0,0.00392,0,3,NA,NA,330
2012-10-30,1.fall,fall-2012,kmp2012-0038,yasi,10:33:00,NA,NA,2.5,no,NA,f,control,before,NA,0.932,30,oes,2,3,1,1,2,1.8,0.00466,386.2660944,2,am,am,360
2012-10-30,1.fall,fall-2012,kmp2012-0038,yasi,10:33:00,NA,NA,2.5,no,NA,f,control,before,NA,0.932,30,strep,0,0,0,0,0,0,0.00466,0,2,am,am,360
2012-10-30,1.fall,fall-2012,kmp2012-0038,yasi,10:33:00,NA,NA,2.5,no,NA,f,control,before,NA,0.932,30,strong,0,0,0,0,0,0,0.00466,0,2,am,am,360
2012-10-30,1.fall,fall-2012,kmp2012-0038,yasi,10:33:00,NA,NA,2.5,no,NA,f,control,before,NA,0.932,30,trich,2,0,2,2,2,1.6,0.00466,343.3476395,2,am,am,360
2012-10-30,1.fall,fall-2012,kmp2012-0039,gibosi,10:57:00,NA,NA,3.7,no,NA,f,treated,before,NA,1.314,20,oes,0,0,0,0,0,0,0.009855,0,1,NA,NA,195
2012-10-30,1.fall,fall-2012,kmp2012-0039,gibosi,10:57:00,NA,NA,3.7,no,NA,f,treated,before,NA,1.314,20,strep,0,1,0,0,0,0.2,0.009855,20.29426687,1,NA,NA,195
2012-10-30,1.fall,fall-2012,kmp2012-0039,gibosi,10:57:00,NA,NA,3.7,no,NA,f,treated,before,NA,1.314,20,strong,0,0,0,0,0,0,0.009855,0,1,NA,NA,195
2012-10-30,1.fall,fall-2012,kmp2012-0039,gibosi,10:57:00,NA,NA,3.7,no,NA,f,treated,before,NA,1.314,20,trich,0,0,0,0,0,0,0.009855,0,1,NA,NA,195
2012-10-30,1.fall,fall-2012,kmp2012-0040,siso,11:23:00,NA,NA,2,no,NA,f,treated,before,NA,0.921,20,oes,3,3,3,2,4,3,0.0069075,434.310532,3,NA,NA,435
2012-10-30,1.fall,fall-2012,kmp2012-0040,siso,11:23:00,NA,NA,2,no,NA,f,treated,before,NA,0.921,20,strep,0,0,0,0,1,0.2,0.0069075,28.95403547,3,NA,NA,435
2012-10-30,1.fall,fall-2012,kmp2012-0040,siso,11:23:00,NA,NA,2,no,NA,f,treated,before,NA,0.921,20,strong,0,0,0,0,0,0,0.0069075,0,3,NA,NA,435
2012-10-30,1.fall,fall-2012,kmp2012-0040,siso,11:23:00,NA,NA,2,no,NA,f,treated,before,NA,0.921,20,trich,7,5,10,8,11,8.2,0.0069075,1187.115454,3,NA,NA,435
2012-10-30,1.fall,fall-2012,kmp2012-0041,serori,12:48:00,NA,NA,2.8,no,NA,f,control,before,NA,2.332,40,oes,0,0,1,2,1,0.8,0.008745,91.4808462,2,NA,NA,315
2012-10-30,1.fall,fall-2012,kmp2012-0041,serori,12:48:00,NA,NA,2.8,no,NA,f,control,before,NA,2.332,40,strep,29,21,18,22,21,22.2,0.008745,2538.593482,2,NA,NA,315
2012-10-30,1.fall,fall-2012,kmp2012-0041,serori,12:48:00,NA,NA,2.8,no,NA,f,control,before,NA,2.332,40,strong,0,0,0,0,0,0,0.008745,0,2,NA,NA,315
2012-10-30,1.fall,fall-2012,kmp2012-0041,serori,12:48:00,NA,NA,2.8,no,NA,f,control,before,NA,2.332,40,trich,0,0,0,0,0,0,0.008745,0,2,NA,NA,315
2012-10-31,1.fall,fall-2012,kmp2012-0042,kizu,15:12:00,NA,NA,2.8,yes,NA,f,control,before,NA,1.131,40,oes,1,0,0,1,1,0.6,0.00424125,141.4677277,3,NA,NA,345
2012-10-31,1.fall,fall-2012,kmp2012-0042,kizu,15:12:00,NA,NA,2.8,yes,NA,f,control,before,NA,1.131,40,strep,21,23,23,27,23,23.4,0.00424125,5517.241379,3,NA,NA,345
2012-10-31,1.fall,fall-2012,kmp2012-0042,kizu,15:12:00,NA,NA,2.8,yes,NA,f,control,before,NA,1.131,40,strong,6,14,3,9,4,7.2,0.00424125,1697.612732,3,NA,NA,345
2012-10-31,1.fall,fall-2012,kmp2012-0042,kizu,15:12:00,NA,NA,2.8,yes,NA,f,control,before,NA,1.131,40,trich,0,0,0,0,0,0,0.00424125,0,3,NA,NA,345
2012-11-02,1.fall,fall-2012,kmp2012-0043,asa,11:10:00,NA,NA,2.9,yes,NA,f,control,before,NA,1.277,30,oes,0,0,0,0,0,0,0.006385,0,1,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0043,asa,11:10:00,NA,NA,2.9,yes,NA,f,control,before,NA,1.277,30,strep,0,0,0,0,0,0,0.006385,0,1,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0043,asa,11:10:00,NA,NA,2.9,yes,NA,f,control,before,NA,1.277,30,strong,0,0,0,0,0,0,0.006385,0,1,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0043,asa,11:10:00,NA,NA,2.9,yes,NA,f,control,before,NA,1.277,30,trich,1,0,0,0,0,0.2,0.006385,31.32341425,1,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0044,kuwa,11:15:00,NA,NA,2.2,yes,NA,f,treated,before,NA,1.543,20,oes,0,1,1,0,0,0.4,0.0115725,34.5647008,1,NA,NA,180
2012-11-02,1.fall,fall-2012,kmp2012-0044,kuwa,11:15:00,NA,NA,2.2,yes,NA,f,treated,before,NA,1.543,20,strep,0,0,0,0,0,0,0.0115725,0,1,NA,NA,180
2012-11-02,1.fall,fall-2012,kmp2012-0044,kuwa,11:15:00,NA,NA,2.2,yes,NA,f,treated,before,NA,1.543,20,strong,0,0,0,0,0,0,0.0115725,0,1,NA,NA,180
2012-11-02,1.fall,fall-2012,kmp2012-0044,kuwa,11:15:00,NA,NA,2.2,yes,NA,f,treated,before,NA,1.543,20,trich,0,0,0,0,0,0,0.0115725,0,1,NA,NA,180
2012-11-02,1.fall,fall-2012,kmp2012-0045,nire,11:16:00,NA,NA,2.8,yes,NA,f,treated,before,NA,1.233,20,oes,1,0,0,0,0,0.2,0.0092475,21.62746688,3,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0045,nire,11:16:00,NA,NA,2.8,yes,NA,f,treated,before,NA,1.233,20,strep,0,0,0,0,0,0,0.0092475,0,3,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0045,nire,11:16:00,NA,NA,2.8,yes,NA,f,treated,before,NA,1.233,20,strong,1,0,1,1,0,0.6,0.0092475,64.88240065,3,NA,NA,330
2012-11-02,1.fall,fall-2012,kmp2012-0045,nire,11:16:00,NA,NA,2.8,yes,NA,f,treated,before,NA,1.233,20,trich,0,0,1,1,0,0.4,0.0092475,43.25493377,3,NA,NA,330
2012-11-03,1.fall,fall-2012,kmp2012-0046,yasi,10:55:00,NA,NA,1.9,no,NA,f,control,before,NA,1.214,30,oes,2,1,1,1,1,1.2,0.00607,197.693575,2,NA,NA,360
2012-11-03,1.fall,fall-2012,kmp2012-0046,yasi,10:55:00,NA,NA,1.9,no,NA,f,control,before,NA,1.214,30,strep,0,0,0,0,0,0,0.00607,0,2,NA,NA,360
2012-11-03,1.fall,fall-2012,kmp2012-0046,yasi,10:55:00,NA,NA,1.9,no,NA,f,control,before,NA,1.214,30,strong,0,0,0,0,0,0,0.00607,0,2,NA,NA,360
2012-11-03,1.fall,fall-2012,kmp2012-0046,yasi,10:55:00,NA,NA,1.9,no,NA,f,control,before,NA,1.214,30,trich,6,3,4,2,5,4,0.00607,658.9785832,2,NA,NA,360
2012-11-03,1.fall,fall-2012,kmp2012-0047,kibana,11:10:00,NA,NA,0.6,no,NA,f,treated,before,NA,0.261,20,oes,1,3,0,1,0,1,0.0019575,510.8556833,1,NA,NA,330
2012-11-03,1.fall,fall-2012,kmp2012-0047,kibana,11:10:00,NA,NA,0.6,no,NA,f,treated,before,NA,0.261,20,strep,0,0,0,0,0,0,0.0019575,0,1,NA,NA,330
2012-11-03,1.fall,fall-2012,kmp2012-0047,kibana,11:10:00,NA,NA,0.6,no,NA,f,treated,before,NA,0.261,20,strong,0,0,0,0,0,0,0.0019575,0,1,NA,NA,330
2012-11-03,1.fall,fall-2012,kmp2012-0047,kibana,11:10:00,NA,NA,0.6,no,NA,f,treated,before,NA,0.261,20,trich,0,0,0,0,0,0,0.0019575,0,1,NA,NA,330
2012-11-03,1.fall,fall-2012,kmp2012-0049,baimo,11:14:00,NA,NA,4.3,yes,NA,f,treated,before,NA,1.136,20,oes,0,1,0,0,0,0.2,0.00852,23.4741784,1,NA,NA,150
2012-11-03,1.fall,fall-2012,kmp2012-0049,baimo,11:14:00,NA,NA,4.3,yes,NA,f,treated,before,NA,1.136,20,strep,0,0,0,0,0,0,0.00852,0,1,NA,NA,150
2012-11-03,1.fall,fall-2012,kmp2012-0049,baimo,11:14:00,NA,NA,4.3,yes,NA,f,treated,before,NA,1.136,20,strong,0,0,0,0,0,0,0.00852,0,1,NA,NA,150
2012-11-03,1.fall,fall-2012,kmp2012-0049,baimo,11:14:00,NA,NA,4.3,yes,NA,f,treated,before,NA,1.136,20,trich,0,0,0,0,0,0,0.00852,0,1,NA,NA,150
2012-11-03,1.fall,fall-2012,kmp2012-0051,side,11:27:00,NA,NA,3,yes,NA,f,control,before,NA,1.45,30,oes,2,1,1,0,2,1.2,0.00725,165.5172414,2,NA,NA,360
2012-11-03,1.fall,fall-2012,kmp2012-0051,side,11:27:00,NA,NA,3,yes,NA,f,control,before,NA,1.45,30,strep,0,0,0,0,0,0,0.00725,0,2,NA,NA,360
